Database Fundamentals,Computer Architecture,Distributed Computing Systems,Cyber Security,Networking,Software Development,Programming Skills,Project Management,Computer Forensics Fundamentals,Technical Communication,AI ML,Software Engineering,Business Analysis,Communication skills,Data Science,Troubleshooting skills,Graphics Designing,Role
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,API Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,API Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,API Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Average,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,API Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,API Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,API Specialist
Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Poor,Poor,Poor,Not Interested,Poor,Poor,Poor,Poor,Poor,API Specialist
Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,API Specialist
Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Poor,Poor,Poor,Beginner,Poor,Poor,Poor,Poor,Poor,API Specialist
Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Poor,Poor,Poor,Average,Poor,Poor,Poor,Poor,Poor,API Specialist
Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Poor,Poor,Poor,Intermediate,Poor,Poor,Poor,Poor,Poor,API Specialist
Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Poor,Poor,Poor,Excellent,Poor,Poor,Poor,Poor,Poor,API Specialist
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Not Interested,Beginner,Beginner,Beginner,Beginner,Beginner,API Specialist
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Poor,Beginner,Beginner,Beginner,Beginner,Beginner,API Specialist
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,API Specialist
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Average,Beginner,Beginner,Beginner,Beginner,Beginner,API Specialist
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Intermediate,Beginner,Beginner,Beginner,Beginner,Beginner,API Specialist
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Excellent,Beginner,Beginner,Beginner,Beginner,Beginner,API Specialist
Average,Average,Average,Average,Average,Average,Professional,Average,Average,Average,Average,Not Interested,Average,Average,Average,Average,Average,API Specialist
Average,Average,Average,Average,Average,Average,Professional,Average,Average,Average,Average,Poor,Average,Average,Average,Average,Average,API Specialist
Average,Average,Average,Average,Average,Average,Professional,Average,Average,Average,Average,Beginner,Average,Average,Average,Average,Average,API Specialist
Average,Average,Average,Average,Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,API Specialist
Average,Average,Average,Average,Average,Average,Professional,Average,Average,Average,Average,Intermediate,Average,Average,Average,Average,Average,API Specialist
Average,Average,Average,Average,Average,Average,Professional,Average,Average,Average,Average,Excellent,Average,Average,Average,Average,Average,API Specialist
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Not Interested,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,API Specialist
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Poor,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,API Specialist
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,API Specialist
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Average,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,API Specialist
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,API Specialist
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Excellent,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,API Specialist
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Not Interested,Excellent,Excellent,Excellent,Excellent,Excellent,API Specialist
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,API Specialist
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Beginner,Excellent,Excellent,Excellent,Excellent,Excellent,API Specialist
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Average,Excellent,Excellent,Excellent,Excellent,Excellent,API Specialist
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Intermediate,Excellent,Excellent,Excellent,Excellent,Excellent,API Specialist
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,API Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,API Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Not Interested,API Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,API Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Average,Not Interested,Not Interested,Not Interested,Not Interested,API Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,Not Interested,API Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Not Interested,Not Interested,API Specialist
Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Not Interested,Poor,Poor,Poor,Poor,API Specialist
Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,API Specialist
Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Beginner,Poor,Poor,Poor,Poor,API Specialist
Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Average,Poor,Poor,Poor,Poor,API Specialist
Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Intermediate,Poor,Poor,Poor,Poor,API Specialist
Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Excellent,Poor,Poor,Poor,Poor,API Specialist
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Not Interested,Beginner,Beginner,Beginner,Beginner,API Specialist
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Poor,Beginner,Beginner,Beginner,Beginner,API Specialist
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,API Specialist
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Average,Beginner,Beginner,Beginner,Beginner,API Specialist
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Intermediate,Beginner,Beginner,Beginner,Beginner,API Specialist
Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Excellent,Beginner,Beginner,Beginner,Beginner,API Specialist
Average,Average,Average,Average,Average,Average,Professional,Average,Average,Average,Average,Average,Not Interested,Average,Average,Average,Average,API Specialist
Average,Average,Average,Average,Average,Average,Professional,Average,Average,Average,Average,Average,Poor,Average,Average,Average,Average,API Specialist
Average,Average,Average,Average,Average,Average,Professional,Average,Average,Average,Average,Average,Beginner,Average,Average,Average,Average,API Specialist
Average,Average,Average,Average,Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,API Specialist
Average,Average,Average,Average,Average,Average,Professional,Average,Average,Average,Average,Average,Intermediate,Average,Average,Average,Average,API Specialist
Average,Average,Average,Average,Average,Average,Professional,Average,Average,Average,Average,Average,Excellent,Average,Average,Average,Average,API Specialist
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Not Interested,Intermediate,Intermediate,Intermediate,Intermediate,API Specialist
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Poor,Intermediate,Intermediate,Intermediate,Intermediate,API Specialist
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,Intermediate,Intermediate,API Specialist
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Average,Intermediate,Intermediate,Intermediate,Intermediate,API Specialist
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,API Specialist
Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Excellent,Intermediate,Intermediate,Intermediate,Intermediate,API Specialist
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Not Interested,Excellent,Excellent,Excellent,Excellent,API Specialist
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Poor,Excellent,Excellent,Excellent,Excellent,API Specialist
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Beginner,Excellent,Excellent,Excellent,Excellent,API Specialist
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Average,Excellent,Excellent,Excellent,Excellent,API Specialist
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Intermediate,Excellent,Excellent,Excellent,Excellent,API Specialist
Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,API Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,API Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Not Interested,API Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,API Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Average,Not Interested,Not Interested,Not Interested,API Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,API Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Not Interested,API Specialist
Poor,Poor,Poor,Poor,Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Not Interested,Poor,Poor,Poor,API Specialist
