;Yet another work of their art to be obsessed about.;;
;holy moly;;
;Most likely the colored paper is already colored and placed inside. Each large image was made and cut to size. The printers print a blank colored page and minimal ink was used. Plus I've don't think I've seen a printer that can print to the very edge, leaving no white space. Also screw Greenpeace.;;
;_______ _______ ________, _____ _____ ____ _________ ____?;;
;Esta increíble;;
;El vídeo y la música espectacular como siempre.;;
;If they put as much effort into their music as they did the videos they might really be on to something.;;
;rip those awesome dudes who made the amazing fan music video for this song who are gonna get absolutly trampled now. Kinda a dick move tbh.;;
;Always an incredible work of art;;
;What happened to all the printers though?;;
;The thought process, formulas, timing, ideas and just... I can't fathom it. You guys never stop amazing me and to a brilliant song too.!! Keep being amazing!!;;
;OK Trend;;
;Ok so I've watched this obsessively _ Did Damian slip and almost fall over at 1:19?  _;;
;We can honestly call this Art.;;
;https://m.youtube.com/watch?v=A6PzYN94DOo;;
;ALWAYS CLEVER AND GREAT MUSIC there is nothing but praise for this group of talented people;;
;finally my favorite song from Hungry Ghosts gets a vid;;
;Yet another masterpiece. Congratulations. Well done!;;
;Do you ever run out of ideas? I love this.;;
;___ __________. ____ _____ ___ ______ _________. __ ______:);;
;"what the!
its real?!?!wow";;
;Andy <3 <3 <3;;
;"Awesome... as usual ;) and pushing the boundaries.  Great work! Love the song!";;
;this was the best one yet! they always succeed to blow your mind!;;
;"GOKIL ANJ!NG
sebuah penantian panjang __________";;
;Amazing!!!!!!!!!!! I love them;;
;excelente como siempre...;;
;oh. my. god.;;
;W o a h. Guys, this is the best music that they maded;;
;They just get better and better!;;
;I love ok go, when I see they upload a video I instantly get hyped;;
;How do you even conceptualize such a thing, you ingenious demi-gods?;;
;Considering the price of ink this is probably more expensive than when they got that plane;;
;https://m.youtube.com/watch?v=A6PzYN94DOo;;
;i like how you can see all the flaws, like this was the first try, and thats nice;;
;WOW....Very perfect !!!;;
;"___ *H_llo* ! *Ich w_rd_ mud_ n__h dir ub_rall zu su__h_n* … 
___ *__ld_ di_h* ! *I_h w_rd_ _uf di_h _uf*
___ MuoiMelnick89.tumblr.com/0z4WZtQuq5
___ *w_rt_n* . *Ic_h bin 20 J_hr_ alt* .
___ *Hall_* ! *I_h h_b_ gross_ blaue _ug_n und l_ng_*
___ *s_hw_rz_ H__r_* . *I_h m__ht_ Z_rtli_hk_it und Warm_* .
___ *W_ bist du* , *m_in _inzig_r* ? *S_hr_ib mir _uf
___ MuoiMelnick89.tumblr.com/0z4WZtQuq5
Farming Simulator 17 Ep2 La Petite Meusienne Enrubannage
Die Suesten Hunderassen der Welt
Zniwa Rzepaku 2017 z Classem Osina v1 FS17 5 MafiaSolec MrAdamo15
BEDAVA 1 MILYON KP CIKAN KUTU ACIYORUZ
Il rombo del motore che spaventa tutti";;
;Greenpeace is a terrorist organization. Why would you donate to them?;;
;"I dont understand the problem in the description. ;-) But I love it the way it is. Great job! Love you guyes!";;
;___ ______ _________!!!!!____;;
;inb4 trending;;
;Insane. Absolutely cutting-edge.;;
;*POR ESO SON LOS MEJORES*;;
;finally;;
;Fucking....How?!;;
;Love this so much!! This has been one of my favorite Ok Go songs since it came out and I am so glad that we now have a music video for it!!;;
;Amazing idea and amazing execution paired with a really good song!;;
;Clear mistakes in the printers can be seen with lagging colors and pages not fully ejecting. Please recreate the video without the issues.;;
;Maybe it was left in to show it wasn't done with CGI? As a testament to their hard work? I dunno;;
;fuck me_why didnt you guys have more than 10like at every video_;;
;i love, i love, i love;;
;Yay i've been waiting so long for this! You guys never dissapoint, this was awesome. Great job ^^;;
;You guys have cracked the music video code;;
;i saw you guys in santa monica on the 3rd street promenade;;
;Exceptional as always;;
;"Nah, 1st OK Go video i dislike. 
Tons of paper...
>2017
>use paper";;
;so much maths;;
;They never cease to amaze.;;
;"the choppy look gives it a kind of ""end love"" feel in the video. love it";;
;sponsored by dunder mifflin paper company;;
;AMAZING! OkGo never disappoints!;;
;Holy shit this is mental!!!;;
;INCREDIBLE;;
;this made me so happy;;
;Odd how they upload a video every thanksgiving;;
;hear before 50k;;
;But how many paper cuts happened during the making of this video?;;
;Wassap Mr.Meehan;;
;So many paper cuts...;;
;Ok go never ceases to amaze. I always feel so many emotions for your music videos. Love love love;;
;Why use a green background when you can use printers ?;;
;Never clicked on a video so fast! ^_^;;
;So this video was literally too good for YouTube? Haha, brilliant!;;
;This is so cool, great idea;;
;Great as always;;
;How the hell did you do this??? it takes me 3 hours to print a report for school...;;
;Well that’s a whole lot of paper;;
;Another job well done guys!!!;;
;"http://www.madehow.com/Volume-2/Paper.html
after all the process to make the paper, the chemicals involved and energy. don't turn around and say it was donated to greenpeace like it was magic money.";;
;"more like excess. less than obsession
i can understand if the medium justifies the outcome, (plane to near space) but this? this is . gross.";;
;You guys keep surprising me ___;;
;"And just when you think that they couldn't come up with ANOTHER awesome idea for a music video...
These men are GENIUS!";;
;And I cant even get the printer at work to print my report...;;
;UM AMAZING?;;
;_ ______ ___ _______ __ __ ____________);;
;So so amazing!! Keep up the good work, guys!;;
;giving thanks to this song and to the band;;
;OH MY GOD A NEW VIDEO;;
;a la gran puta;;
;Nice;;
;Nice;;
;"I bet Epson loves you guys!
I do too!";;
;Holy crap this is actually fantastic, new favourite OK Go video found!;;
;you guys are seriously nuts!!! but in the good way :-D;;
;These printers are really fast.;;
;Here before a million.  Love your videos!;;
;"this video
is my new obsession";;
;"Woooow really good job ;) :D It's so beautiful :')";;
;Thanksgiving is a hell of stress but at least Ok Go made it worth being awake today;;
;Awesome!;;
;___ _ __!;;
;That was awesome. Loved it.;;
;"I have one question
HOW THE FUCK";;
;Amazeballs!;;
;"imagine being the team to physically plan out (and test) all the print processes to make such intricate 3D perceptions and colors at the same time. tons of awesome little details in each of their videos, really liked the little sign language nod to ""obsession""";;
;Love it love it love it!!!  Absolutely brilliant. I have so much respect for you guys - so much talent and genius in one band! Such a great video to go with a brilliant song __ xx;;
;________ amo sus canciones;;
;*yawn* - you’ve done better.....;;
;Didn't think you could out do OK Go, OK Go, But you DID! :D;;
;Didn't think you could out OK Go, OK Go, But you DID! :D;;
;Here before 10 million, lol;;
;I have an obsession over these music videos.;;
;This was worth the wait guys! __;;
;W O W;;
;https://m.youtube.com/watch?v=A6PzYN94DOo;;
;I can't believe what my eyes saw! _;;
;I can't tell if I'm high or if I've already OD and died;;
;I'm shook;;
;Wow...this was beautiful, so much so you could say I'm obsessed with it!;;
;AHHHHHH YES!!! A NEW OK GO MUSIC VIDEO!!! These guys are the coolest!;;
;Who made this video? Ain’t nobody got time for that.;;
;Admiro DEMAIS o trabalho desses caras!!!;;
;i bet they are waiting for 1mil. views to hit this video and aim for #1 trend;;
;"""PC LOAD LETTER? What the fuck does that mean?!""";;
;Cadê os BRs?;;
;TOO AWESOME___;;
;This is such a good idea;;
;Still great!!!;;
;________________okgo;;
;Tons of paper cuts;;
;You guys never stop surprising me, So creative, the videos are really beautiful, A masterpiece!;;
;https://m.youtube.com/watch?v=A6PzYN94DOo;;
;If we can’t get this on trending, I will sell my only son’s soul to Cthulhu.;;
;R.I.P. your son;;
;Nov. 23 ___;;
;always a good day when a new ok go video comes out;;
;And sometimes can't even get one printer to print when I want;;
;maybe we should just do a simple video of us playing instruments.... on the moon.;;
;Clicked as fast as i could;;
;OK Go, and the Journey To Trending.;;
;https://m.youtube.com/watch?v=A6PzYN94DOo;;
;I LOVE U GUYS SM!!  THIS IS THE BEST THING TO HAPPEN TO 2017;;
;I love that the audio isn't just a duplicate of the album's. That's not common. Is Needing/Getting the only other one?;;
;"OH MY GOD.
I have been waiting for this for so damn long....";;
;https://www.youtube.com/watch?v=FfcXBbuFN0c&t=210s   for funny things;;
;THIS IS ART, DA VINCI IS SHOOK RIGHT NOW;;
;THIS IS ART.;;
;Wow. I’m quite shocked.;;
;IM OBSESSED WITH THIS SONG THANK U;;
;I love and also inspired by your videos! Y'all always top yourselves in creating memorable videos...;;
;My new obsession is watch this video... It's amazing :o;;
;The clip is briljant! But the song...;;
;How many toner refills did this take?;;
;Great song and video, would print again.;;
;Even though I'm not epileptic, just typing this again in the hope it gets seen: PLEASE PUT A SEIZURE WARNING BEFORE THE VIDEO!;;
;as brilliant as ever! you guys will always be one of my favorite bands;;
;OK Go videos are the only ones that I watch over and over and over again. Once again, I'm blown away.;;
;An obsession with printers, more like!;;
;https://m.youtube.com/watch?v=A6PzYN94DOo;;
;Love the live a capella!!!;;
;There goes a million more trees;;
;didn't know there are 4k youtube videos;;
;You know, rather than just recycling the paper, you could have also done an auction for parts of the background that were used for the music video and the money would then go to greenpeace;;
;Another masterpiece!;;
;pure genius;;
;YAY one of my favourite songs :D;;
;WHO THE FUCK WOULD THUMBS DOWN THIS???;;
;Trolls.;;
;Didn't like this idea too much at first, but you guys made some insane patterns;;
;love you guys;;
;That is one of the most brilliant executed videoes ever.;;
;"Unf. 
Damn boys, knocked it out of the park yet again with this one. Obsession is right.
Behind the scenes pls";;
;your videos are ALWAYS amazing!;;
;You just keep outdoing yourself. Respect.;;
;So... Basically Perfume Staffs?;;
;You guys are the most creative thing i see on the internet. Thx for your great job!;;
;What the fuck?_____;;
;OH MY GOSH OH MY GOSH OH MY GOSH! This is so amazing!;;
;I fucking love this;;
;My boys did it again!;;
;This is porn for Graphic Designers. <3;;
;"___ _____ OKGO ___________ ____ ______ __________ ""_ _______ ___ __ ___ _____ )))))"" 
_ ___ ______ , ___ _ ___ _______ __ ___ _";;
;You guys nailed it again. So much fun watching those vid's. Hope to see you live soon (in Holland!!);;
;Love the ASL hand spelling!! _;;
;I can’t even get my printer to consistently print three page essays for school without troubles how tf did they put this off;;
;Yes, yes, and yes.;;
;https://m.youtube.com/watch?v=A6PzYN94DOo;;
;"Figuring out the perspective for the papers must have been a pain.
You never cease to amaze me, kudos to you guys.";;
;Here before 50.000 views, anyone else?;;
;... Wow as always.;;
;Wow ___;;
;as always, you guys are nuts. well done to all involved.;;
;Gosh this is amazing!;;
;My students have been waiting anxiously for this. They will not be disappointed!;;
;WOAH.;;
;BOI this is beautiful;;
;You guys never fail to amaze me;;
;"Is this the video done with Daito Manabe and Mikiko?
Nvm it is. This is dope _";;
