Sentiment, Comment
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
1.0, I love Brokeback Mountain
1.0, I love Brokeback Mountain...
1.0, He's like'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.
1.0, Brokeback Mountain was so awesome
1.0, Brokeback Mountain was an AWESOME movie
1.0, man i loved brokeback mountain
1.0, dudeee i LOVED brokeback mountain!!!
1.0, I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!
1.0, Anyway thats why I love " Brokeback Mountain
1.0, Brokeback mountain was beautiful..
